课程名称,课程代码,课程类别,授课语言,授课教师,计分方式,学分,上课信息,容量/已选,开课学院
药物化学,CH317,专业选修课,中文,李闯创,十三级制,3.0,"1-15单周,星期一第5-6节 智华楼301; 1-16周,星期三第5-6节 智华楼301",50/5,化学系
高等无机化学实验,CH319,专业选修课,双语,"刘华伟,王春燕",十三级制,2.0,"1-16周,星期四第5-8节 理学院C1028",24/1,化学系
高分子化学实验,CH321,专业选修课,双语,"房芳,于月娜,何凤",十三级制,1.0,"2-16双周,星期四第5-8节 理学院C1027",24/0,化学系
复合材料科学与应用,CH331,专业选修课,中文,JOKYO（徐强）,十三级制,3.0,"1-16周,星期三第7-8节 智华楼113; 2-16双周,星期一第5-6节 智华楼113",30/0,化学系
化工原理,CH403,专业核心课,双语,CHEN ZHONGREN(陈忠仁),十三级制,3.0,"1-15单周,星期一第3-4节 商学院226; 1-16周,星期三第3-4节 商学院226",30/7,化学系
金属有机合成化学,CHE5031,专业选修课,中文,ZHANG XUMU(张绪穆),等级制,3.0,"1-16周,星期三第9-11节 智华楼202",80/0,化学系
电极过程动力学导论,CHE5048,专业选修课,英文,顾均,等级制,2.0,"1-16周,星期一第5-6节 商学院104",60/0,化学系
基础汉语 I,CLE008,通识必修课,英文,朱文汇,十三级制,2.0,"1-16周,星期一第1-2节 一教220; 1-16周,星期三第3-4节 一教220",28/0,语言中心
基础汉语 I,CLE008,通识必修课,英文,朱文汇,十三级制,2.0,"1-16周,星期一第3-4节 一教220; 1-16周,星期三第1-2节 一教220",28/0,语言中心
基础汉语 I,CLE008,通识必修课,英文,朱文汇,十三级制,2.0,"1-16周,星期二第3-4节 一教320; 1-16周,星期四第1-2节 一教320",28/0,语言中心
中级汉语I,CLE027,通识必修课,英文,沈蔚,十三级制,2.0,"1-16周,星期二第1-2节 一教220; 1-16周,星期五第1-2节 一教220",28/1,语言中心
中级汉语I,CLE027,通识必修课,英文,沈蔚,十三级制,2.0,"1-16周,星期二第3-4节 一教220; 1-16周,星期五第3-4节 一教220",28/0,语言中心
高级汉语I,CLE031,通识必修课,英文,沈蔚,十三级制,2.0,"1-16周,星期一第7-8节 一教320; 1-16周,星期四第5-6节 一教320",20/1,语言中心
中国文化,CLE033,通识必修课,英文,朱文汇,十三级制,2.0,"1-16周,星期二第5-6节 一教320",35/0,语言中心
中国文化,CLE033,通识必修课,英文,朱文汇,十三级制,2.0,"1-16周,星期五第1-2节 一教320",35/0,语言中心
工程思维方法与案例剖析,COE103,通识选修课-专业导论类,双语,"YONGSHENG MA（马永胜）,黄渊建",十三级制,3.0,"1-16周,星期三第7-8节 慧园2栋一楼; 主任务: 1-16周,星期一第3-4节 智华楼303",50/3,工学院
离散数学,CS201,专业必修课,英文,陈杉,十三级制,3.0,"1-16周,星期二第9-10节 智华楼206; 2-16双周,星期五第5-6节 智华楼206",150/5,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,唐博,十三级制,3.0,"1-16周,星期二第5-6节 智华楼505机房; 主任务: 1-16周,星期二第3-4节 智华楼108",45/5,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,沈昀,十三级制,3.0,"1-16周,星期三第3-4节 智华楼506机房; 主任务: 1-16周,星期二第3-4节 智华楼108",45/7,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,沈昀,十三级制,3.0,"1-16周,星期三第5-6节 智华楼506机房; 主任务: 1-16周,星期二第3-4节 智华楼108",45/6,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,YUHUI BAI（白雨卉）,十三级制,3.0,"1-16周,星期二第7-8节 智华楼502机房; 主任务: 1-16周,星期二第5-6节 智华楼207",45/7,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,王薇,十三级制,3.0,"1-16周,星期三第3-4节 智华楼502机房; 主任务: 1-16周,星期二第5-6节 智华楼207",45/1,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,王薇,十三级制,3.0,"1-16周,星期三第5-6节 智华楼502机房; 主任务: 1-16周,星期二第5-6节 智华楼207",45/4,计算机科学与工程系
数据库原理（H）,CS213,专业必修课,双语,于仕琪,十三级制,3.0,"1-16周,星期一第7-8节 智华楼303; 1-16周,星期一第9-10节 智华楼503机房",17/0,计算机科学与工程系
离散数学（H）,CS215,专业必修课,双语,王琦,十三级制,3.0,"1-16周,星期一第5-6节 智华楼306; 2-16双周,星期三第9-10节 智华楼306",17/1,计算机科学与工程系
数据结构与算法分析（H）,CS217,专业必修课,英文,PIETRO SIMONE OLIVETO,十三级制,3.0,"1-16周,星期二第7-8节 智华楼304; 1-16周,星期二第9-10节 智华楼503机房",17/3,计算机科学与工程系
计算机高级程序设计,CS219,专业选修课,双语,郑锋,十三级制,3.0,"1-16周,星期四第3-4节 一教306; 1-16周,星期四第9-10节 智华楼509机房",50/9,计算机科学与工程系
应用编程与系统设计,CS221,专业选修课,双语,陶伊达,十三级制,3.0,"1-16周,星期三第3-4节 智华楼303; 1-16周,星期三第5-6节 智华楼507机房",45/0,计算机科学与工程系
人工智能,CS303,专业核心课,双语,袁博,十三级制,3.0,"1-16周,星期三第5-6节 智华楼503机房; 主任务: 1-16周,星期三第3-4节 一教110",30/9,计算机科学与工程系
人工智能,CS303,专业核心课,双语,赵耀,十三级制,3.0,"1-16周,星期四第3-4节 智华楼503机房; 主任务: 1-16周,星期三第3-4节 一教110",30/1,计算机科学与工程系
人工智能,CS303,专业核心课,双语,赵耀,十三级制,3.0,"1-16周,星期五第3-4节 智华楼503机房; 主任务: 1-16周,星期三第3-4节 一教110",30/5,计算机科学与工程系
人工智能,CS303,专业核心课,英文,郑明凯,十三级制,3.0,"1-16周,星期三第7-8节 智华楼504机房; 主任务: 1-16周,星期三第3-4节 商学院101",45/4,计算机科学与工程系
人工智能,CS303,专业核心课,英文,赵耀,十三级制,3.0,"1-16周,星期五第5-6节 智华楼503机房; 主任务: 1-16周,星期三第3-4节 商学院101",45/0,计算机科学与工程系
计算机网络,CS305,专业核心课,英文,唐茗,十三级制,3.0,"1-16周,星期一第9-10节 智华楼504机房; 主任务: 1-16周,星期一第7-8节 智华楼206",45/13,计算机科学与工程系
计算机网络,CS305,专业核心课,英文,王薇,十三级制,3.0,"1-16周,星期二第3-4节 智华楼504机房; 主任务: 1-16周,星期一第7-8节 智华楼206",45/7,计算机科学与工程系
计算机网络,CS305,专业核心课,英文,王薇,十三级制,3.0,"1-16周,星期二第5-6节 智华楼504机房; 主任务: 1-16周,星期一第7-8节 智华楼206",45/1,计算机科学与工程系
数据库原理,CS307,专业必修课,英文,王中秋,十三级制,3.0,"1-16周,星期一第9-10节 智华楼511机房; 主任务: 1-16周,星期一第3-4节 智华楼208",50/2,计算机科学与工程系
数据库原理,CS307,专业必修课,英文,朱悦铭,十三级制,3.0,"1-16周,星期一第7-8节 智华楼509机房; 主任务: 1-16周,星期一第3-4节 智华楼208",50/7,计算机科学与工程系
数据库原理,CS307,专业必修课,英文,朱悦铭,十三级制,3.0,"1-16周,星期三第3-4节 智华楼509机房; 主任务: 1-16周,星期一第3-4节 智华楼208",50/0,计算机科学与工程系
面向对象分析与设计,CS309,专业选修课,英文,张煜群,十三级制,3.0,"1-16周,星期一第5-6节 一教323; 1-16周,星期一第9-10节 智华楼502机房",47/6,计算机科学与工程系
计算机安全,CS315,专业选修课,英文,张锋巍,十三级制,3.0,"1-16周,星期二第3-4节 一教224; 1-16周,星期二第5-6节 智华楼511机房",50/10,计算机科学与工程系
计算机科学与技术前沿讲座I,CS317,专业选修课,双语,袁博,二级制,1.0,"2-16双周,星期五第7-8节 一科报告厅",50/0,计算机科学与工程系
编译原理,CS323,专业核心课,英文,刘烨庞,十三级制,3.0,"1-16周,星期一第5-6节 智华楼507机房; 主任务: 1-16周,星期一第3-4节 一教107",40/8,计算机科学与工程系
编译原理,CS323,专业核心课,英文,朱悦铭,十三级制,3.0,"1-16周,星期一第5-6节 智华楼509机房; 主任务: 1-16周,星期一第3-4节 一教107",40/8,计算机科学与工程系
编译原理,CS323,专业核心课,英文,朱悦铭,十三级制,3.0,"1-16周,星期二第5-6节 智华楼507机房; 主任务: 1-16周,星期一第3-4节 一教107",40/4,计算机科学与工程系
编译原理,CS323,专业核心课,英文,朱悦铭,十三级制,3.0,"1-16周,星期二第7-8节 智华楼507机房; 主任务: 1-16周,星期一第3-4节 一教107",40/4,计算机科学与工程系
深度学习,CS324,专业选修课,英文,张建国,十三级制,3.0,"1-16周,星期四第9-10节 智华楼510机房; 主任务: 1-16周,星期四第3-4节 一教527",50/13,计算机科学与工程系
深度学习,CS324,专业选修课,英文,宋雪萌,十三级制,3.0,"1-16周,星期三第5-6节 智华楼306; 1-16周,星期三第9-10节 智华楼507机房",47/2,计算机科学与工程系
分布与云计算,CS328,专业选修课,英文,Georgios Theodoropoulos,十三级制,3.0,"1-16周,星期三第7-8节 智华楼305; 1-16周,星期三第9-10节 智华楼510机房",50/4,计算机科学与工程系
计算机体系结构,CS331,专业选修课,双语,YUHUI BAI（白雨卉）,十三级制,3.0,"1-16周,星期五第3-4节 智华楼302; 1-16周,星期五第5-6节 智华楼502机房",40/4,计算机科学与工程系
计算机操作系统（H）,CS334,专业核心课,双语,张殷乾,十三级制,3.0,"1-16周,星期五第3-4节 一教224; 1-16周,星期五第5-6节 智华楼505机房",17/6,计算机科学与工程系
计算机科学与技术前沿讲座 IV,CS402,专业选修课,双语,袁博,二级制,1.0,"2-16双周,星期五第7-8节 一科报告厅",110/10,计算机科学与工程系
计算机科学与技术前沿讲座 III,CS415,专业选修课,双语,袁博,二级制,1.0,"2-16双周,星期五第7-8节 一科报告厅",50/1,计算机科学与工程系
设计基础,DS103,专业基础课,英文,张婉琳,十三级制,3.0,"1-16周,星期三第3-4节 智园C1栋1014; 2-16双周,星期五第3-4节 智园C1栋1014",30/1,创新创意设计学院
增材制造,DS203,专业基础课,英文,郝亮,十三级制,3.0,"1-16周,星期三第5-6节 南山智园C1-1012; 1-16周,星期三第7-8节 南山智园C1-1012",30/1,创新创意设计学院
设计历史,DS207,专业基础课,英文,安鹏铖,十三级制,3.0,"1-16周,星期三第1-2节 智园C1栋1014; 2-16双周,星期五第1-2节 智园C1栋1014",30/1,创新创意设计学院
视觉感知与认知,DS209,专业基础课,英文,ZORDAN MIRNA,十三级制,3.0,"1-16周,星期一第1-2节 南山智园C1-1012; 1-16周,星期一第3-4节 南山智园C1-1012",30/1,创新创意设计学院
交互系统设计,DS211,专业基础课,英文,"SEUNGWOO JE,赵悦,SEUNGWOO JE,赵悦",十三级制,3.0,"1-16周,星期二第5-6节 南山智园C1-1012; 1-10,15-16周,星期二第7-8节 南山智园C1-1012; 11-14周,星期二第7-8节 南山智园C1-1114",30/1,创新创意设计学院
产品调查与评估,DS304,专业必修课,英文,"郝亮,赵悦",十三级制,3.0,"1-16周,星期三第1-2节 南山智园C1-1011; 1-16周,星期三第3-4节 南山智园C1-1011",30/5,创新创意设计学院
用户体验与交互,DS322,专业选修课,英文,"罗涛,赵悦",十三级制,3.0,"1-16周,星期一第5-6节 南山智园C1-1010; 1-16周,星期一第7-8节 南山智园C1-1010",35/5,创新创意设计学院
人工智能与设计,DS323,专业选修课,英文,孙效华,十三级制,3.0,"1-16周,星期三第5-6节 南山智园C1-1011; 1-16周,星期三第7-8节 南山智园C1-1011",35/5,创新创意设计学院
叙事与认知,DS331,专业选修课,英文,徐秋石,十三级制,3.0,"1-16周,星期四第3-4节 南山智园C1-1010; 2-16双周,星期二第3-4节 南山智园C1-1010",35/5,创新创意设计学院
研究项目,DS402,专业核心课,英文,徐秋石,十三级制,3.0,"1-16周,星期二第5-6节 智园C1栋1014; 1-16周,星期二第7-8节 智园C1栋1014",20/2,创新创意设计学院
设计的研究方法,DS403,专业核心课,英文,ENZA MIGLIORE,十三级制,3.0,"1-16周,星期一第3-4节 智园C1栋1014; 2-16双周,星期四第3-4节 智园C1栋1014",20/2,创新创意设计学院
经济学,EBA107,专业必修课,双语,谢健,十三级制,3.0,"1-16周,星期三第9-11节 商学院206",50/6,金融系
管理信息系统,EBA203,专业基础课,英文,柯玮玲,十三级制,3.0,"1-16周,星期三第5-6节 商学院207; 1-16周,星期三第9-10节 智华楼502机房",30/4,信息系统与管理工程系
创新思维训练,EBA414,专业基础课,双语,王宇,二级制,3.0,"1-16周,星期五第5-6节 商学院104; 2-16双周,星期三第5-6节 商学院104",60/1,商学院
电路基础,EE104,专业基础课,双语,丛龙庆,十三级制,2.0,"1-16周,星期一第5-6节 一教306",60/3,电子与电气工程系
电路基础,EE104,专业基础课,双语,丛龙庆,十三级制,2.0,"1-16周,星期一第7-8节 一教306",60/3,电子与电气工程系
电路基础,EE104,专业基础课,双语,李晓阳,十三级制,2.0,"1-16周,星期二第5-6节 一教306",60/13,电子与电气工程系
电路基础,EE104,专业基础课,英文,李晓阳,十三级制,2.0,"1-16周,星期二第7-8节 一教306",60/9,电子与电气工程系
模拟电路,EE201-17,专业基础课,双语,张青峰,十三级制,3.0,"1-16周,星期一第1-2节 一教301; 1-15单周,星期三第3-4节 一教301",60/8,电子与电气工程系
模拟电路,EE201-17,专业基础课,双语,张青峰,十三级制,3.0,"1-16周,星期一第5-6节 一教301; 2-16双周,星期三第3-4节 一教301",60/10,电子与电气工程系
模拟电路实验,EE201-17L,专业基础课,英文,徐琳琳,十三级制,1.0,"1-16周,星期二第3-4节 慧园2栋409",32/4,电子与电气工程系
模拟电路实验,EE201-17L,专业基础课,双语,徐琳琳,十三级制,1.0,"1-16周,星期二第5-6节 慧园2栋409",32/5,电子与电气工程系
模拟电路实验,EE201-17L,专业基础课,双语,王小静,十三级制,1.0,"1-16周,星期三第7-8节 慧园2栋409",32/2,电子与电气工程系
模拟电路实验,EE201-17L,专业基础课,双语,王小静,十三级制,1.0,"1-16周,星期四第3-4节 慧园2栋409",32/6,电子与电气工程系
数字电路,EE202-17,专业基础课,中文,曾奕,十三级制,3.0,"1-16周,星期一第5-6节 一教406; 1-15单周,星期三第1-2节 一教406",70/3,电子与电气工程系
数字电路实验,EE202-17L,专业基础课,中文,吴光,十三级制,1.0,"1-16周,星期一第7-8节 慧园2栋410实验室",40/1,电子与电气工程系
固态电子学,EE203,专业选修课,双语,陈树明,十三级制,3.0,"1-16周,星期二第3-4节 一教406; 2-16双周,星期四第3-4节 一教406",80/1,电子与电气工程系
半导体器件导论,EE204,专业核心课,英文,"Aung Ko Ko KYAW,徐琳琳",十三级制,3.0,"1-16周,星期二第5-6节 一教224; 1-12周,星期三第3-4节 慧园2栋410实验室; 13-16周,星期三第3-4节 慧园2栋409",40/3,电子与电气工程系
信号和系统,EE205,专业基础课,英文,"陈霏,吴光",十三级制,3.0,"1-16周,星期四第3-4节 一教224; 1-16周,星期五第5-6节 智华楼506机房",40/5,电子与电气工程系
信号和系统,EE205,专业基础课,双语,"陈霏,王小静",十三级制,3.0,"1-16周,星期四第1-2节 一教224; 1-16周,星期五第3-4节 智华楼501机房",40/22,电子与电气工程系
信号和系统,EE205,专业基础课,双语,"张福才,王小静",十三级制,3.0,"1-16周,星期一第5-6节 一教225; 1-16周,星期二第7-8节 智华楼504机房",40/0,电子与电气工程系
信号和系统,EE205,专业基础课,双语,"张福才,吴光",十三级制,3.0,"1-16周,星期二第5-6节 一教225; 1-16周,星期五第7-8节 智华楼504机房",40/1,电子与电气工程系
工程数学,EE207,专业基础课,中文,何志海,十三级制,4.0,"1-16周,星期一第3-4节 一教301; 1-16周,星期三第1-2节 一教301",60/5,电子与电气工程系
工程数学,EE207,专业基础课,中文,游昌盛,十三级制,4.0,"1-16周,星期一第7-8节 一教406; 1-16周,星期三第5-6节 一教406",60/13,电子与电气工程系
工程电磁场理论,EE208,专业基础课,双语,嘉有为,十三级制,3.0,"1-16周,星期三第7-8节 智华楼302; 1-16周,星期三第9-10节 智华楼509机房",50/5,电子与电气工程系
机器人感知与智能,EE211,专业选修课,双语,王建坤,十三级制,3.0,"1-16周,星期二第1-2节 一教224; 1-16周,星期二第3-4节 工学院南楼433",32/27,电子与电气工程系
光电子技术基础,EE303,专业选修课,双语,徐琳琳,十三级制,3.0,"1-8周,星期四第7-8节 慧园2栋409; 9-16周,星期四第7-8节 慧园2栋410实验室; 主任务: 1-16周,星期三第3-4节 一教306",32/0,电子与电气工程系
光电子技术基础,EE303,专业选修课,双语,徐琳琳,十三级制,3.0,"1-8周,星期五第3-4节 慧园2栋409; 9-16周,星期五第3-4节 慧园2栋410实验室; 主任务: 1-16周,星期三第3-4节 一教306",32/2,电子与电气工程系
集成电路工艺原理,EE305,专业选修课,双语,化梦媛,十三级制,3.0,"1-16周,星期一第3-4节 一教304; 1-16周,星期四第5-6节 智华楼510机房",50/1,电子与电气工程系
半导体光学导论,EE309,专业核心课,双语,ZHANG XINHAI(张新海),十三级制,3.0,"1-16周,星期一第1-2节 一教226; 2-16双周,星期三第5-6节 一教226",50/5,电子与电气工程系
无线通信,EE313,专业核心课,英文,"王锐,吴光",十三级制,3.0,"1-16周,星期一第5-6节 一教224; 1-16周,星期二第3-4节 慧园2栋410实验室",40/4,电子与电气工程系
数据通信和网络,EE315,专业核心课,双语,郭书祥,十三级制,3.0,"1-16周,星期四第3-4节 一教323; 1-16周,星期四第7-8节 智华楼508机房",80/10,电子与电气工程系
微波工程,EE316,专业核心课,英文,"YU MING（于明）,吴光",十三级制,3.0,"1-16周,星期三第3-4节 一教225; 1-16周,星期三第5-6节 慧园2栋410实验室",40/4,电子与电气工程系
电子科学创新实验I,EE317,专业核心课,中文,"徐琳琳,王小静",十三级制,1.0,"1-8周,星期五第5-6节 慧园2栋410实验室; 9-16周,星期五第5-6节 慧园2栋410实验室",40/1,电子与电气工程系
电子科学创新实验II,EE318,专业核心课,双语,徐琳琳,十三级制,1.0,"1-16周,星期六第7-8节 无地点",120/18,电子与电气工程系
数字信号处理,EE323,专业核心课,双语,蔡月飞,十三级制,3.0,"1-16周,星期五第1-2节 智华楼106; 1-16周,星期五第3-4节 智华楼508机房",80/16,电子与电气工程系
传感器与应用,EE342,专业选修课,中文,王太宏,十三级制,3.0,"1-16周,星期一第9-10节 一教224; 2-16双周,星期五第9-10节 一教224",40/16,电子与电气工程系
第三代半导体基础导论,EE345,专业选修课,双语,刘召军,十三级制,3.0,"1-16周,星期三第7-8节 一教225; 1-15单周,星期五第7-8节 一教225",50/6,电子与电气工程系
微机原理与微系统,EE351,专业基础课,双语,姜俊敏,十三级制,3.0,"1-16周,星期二第9-10节 智华楼507机房; 主任务: 1-16周,星期二第7-8节 智华楼108",47/3,电子与电气工程系
微机原理与微系统,EE351,专业基础课,双语,王小静,十三级制,3.0,"1-16周,星期二第9-10节 智华楼511机房; 主任务: 1-16周,星期二第7-8节 智华楼108",50/12,电子与电气工程系
微机原理与微系统,EE351,专业基础课,双语,王小静,十三级制,3.0,"1-16周,星期四第5-6节 智华楼511机房; 主任务: 1-16周,星期二第7-8节 智华楼108",50/6,电子与电气工程系
电子信息科学研究实践 I,EE353,专业选修课,双语,张青峰,二级制,1.0,"1-16周,星期六第5-6节 无地点",10/4,电子与电气工程系
光学系统设计实验,EE373,专业选修课,双语,徐琳琳,十三级制,1.0,"1-16周,星期一第5-6节 慧园2栋410实验室",40/5,电子与电气工程系
电子科学创新实验III,EE405,专业核心课,中文,徐琳琳,十三级制,1.0,"1-16周,星期六第7-8节 无地点",120/5,电子与电气工程系
信息论与编码,EE411,专业选修课,中文,王锐,十三级制,2.0,"1-16周,星期二第5-6节 一教111",110/9,电子与电气工程系
环境学导论,ESE202,专业基础课,英文,郑焰,十三级制,2.0,"1-16周,星期三第3-4节 一教227",30/1,环境科学与工程学院
地质学基础,ESE203,专业基础课,双语,匡星星,十三级制,3.0,"1-16周,星期一第7-8节 智华楼115; 2-16双周,星期三第1-2节 智华楼115",30/1,环境科学与工程学院
环境工程原理,ESE204,专业基础课,中文,裘文慧,十三级制,2.0,"1-16周,星期三第9-10节 一教227",30/0,环境科学与工程学院
城市规划,ESE221,专业选修课,双语,王扬,十三级制,3.0,"1-16周,星期一第9-10节 一教321; 2-16双周,星期四第9-10节 一教321",30/0,环境科学与工程学院
水处理工程,ESE303,专业核心课,双语,王钟颍,十三级制,4.0,"1-16周,星期二第3-4节 一教305; 1-16周,星期四第9-10节 一教305",30/0,环境科学与工程学院
环境科学与工程实验（一）,ESE305,专业核心课,中文,熊鹰,十三级制,1.0,"1-7单周,星期三第5-8节 慧园2栋401; 9-15单周,星期三第5-8节 工学院南楼740",30/0,环境科学与工程学院
水文学原理与应用,ESE307,专业核心课,双语,史海匀,十三级制,3.0,"1-15单周,星期二第1-2节 一教304; 1-16周,星期四第5-6节 一教304",30/0,环境科学与工程学院
环境微生物实验,ESE309,专业选修课,中文,裘文慧,十三级制,1.0,"2-16双周,星期四第5-8节 工学院南楼740",30/0,环境科学与工程学院
生态学概论,ESE313,专业核心课,双语,刘延,十三级制,3.0,"1-16周,星期二第5-6节 一教325; 1-15单周,星期四第7-8节 一教325",40/4,环境科学与工程学院
气象气候学,ESE315,专业核心课,英文,傅宗玫,十三级制,3.0,"1-15单周,星期三第3-4节 一教402; 1-16周,星期五第3-4节 一教402",30/0,环境科学与工程学院
地理信息系统与遥感应用,ESE317,专业核心课,中文,姜丽光,十三级制,3.0,"1-16周,星期一第5-6节 工学院南楼739机房; 1-4周,星期二第9-10节 工学院南楼739机房; 2-16双周,星期三第5-6节 工学院南楼739机房",30/0,环境科学与工程学院
环境分析化学,ESE336,专业选修课,中文,张斌田,十三级制,3.0,"1-16周,星期一第9-10节 一教405; 2-16双周,星期三第7-8节 一教405",40/0,环境科学与工程学院
污染物运移过程,ESE406,专业核心课,双语,LIU CHONGXUAN(刘崇炫),十三级制,3.0,"1-16周,星期二第7-8节 一教405; 2-16双周,星期四第3-4节 一教405",30/0,环境科学与工程学院
数值模拟方法基础,ESE407,专业选修课,中文,李海龙,十三级制,3.0,"1-16周,星期一第3-4节 一教425; 2-16双周,星期三第3-4节 一教425",40/0,环境科学与工程学院
创新设计课程,ESE480,实践,中文,胡清,十三级制,4.0,"1-16周,星期五第5-8节 无地点; 1-16周,星期六第5-8节 无地点",30/1,环境科学与工程学院
创新设计课程（水资源）,ESE481,实践,中文,胡清,十三级制,4.0,"1-16周,星期五第5-8节 无地点; 1-16周,星期六第5-8节 无地点",30/0,环境科学与工程学院
环境仪器分析,ESE5016,专业选修课,中文,熊鹰,等级制,2.0,"1-12周,星期二第5-6节 一教524; 13-16周,星期二第5-8节 工学院北楼环境科学与工程学院实验室647",35/0,环境科学与工程学院
地质学原理,ESS102,专业选修课,双语,陈斌,十三级制,3.0,"1-16周,星期一第5-6节 智华楼114; 1-15单周,星期三第3-4节 智华楼114",30/0,地球与空间科学系
基础天文学,ESS204,专业选修课,双语,景志成,十三级制,3.0,"1-15单周,星期二第3-4节 智华楼114; 1-16周,星期五第5-6节 智华楼114",30/1,地球与空间科学系
计算方法（H）,ESS207,专业基础课,双语,张剑锋,十三级制,3.0,"1-16周,星期五第7-8节 智华楼113; 2-16双周,星期三第3-4节 智华楼113",30/4,地球与空间科学系
行星科学基础,ESS211,专业核心课,双语,林玉峰,十三级制,3.0,"1-16周,星期五第3-4节 智华楼113; 2-16双周,星期二第5-6节 智华楼113",30/1,地球与空间科学系
连续介质力学,ESS213,专业基础课,双语,杨亭,十三级制,3.0,"1-16周,星期一第3-4节 智华楼115; 1-15单周,星期三第9-10节 智华楼115",30/3,地球与空间科学系
地震学原理,ESS311,专业选修课,双语,俞春泉,十三级制,3.0,"1-16周,星期四第3-4节 智华楼114; 2-16双周,星期二第3-4节 智华楼114",30/1,地球与空间科学系
地球与空间科学研究方法与创新训练,ESS484,专业核心课,双语,"陈晓非,任恒鑫",二级制,2.0,"1周,星期一第9-10节 智华楼113; 1-16周,星期一第11-11节 智华楼113; 2-16周,星期一第9-10节 智华楼113",10/1,地球与空间科学系
空间等离子体物理学,ESS5033,专业必修课,中文,刘凯军,等级制,3.0,"1-16周,星期三第5-6节 智华楼309; 2-16双周,星期一第5-6节 智华楼309",50/1,地球与空间科学系
空间探测原理和技术,ESS5058,专业核心课,英文,叶生毅,等级制,3.0,"1-16周,星期二第3-4节 智华楼308; 1-16周,星期四第3-4节 智华楼308",40/0,地球与空间科学系
金融科技原理,FET102,专业选修课,英文,DIDIER PAUL CHARLES ROBERT SORNETTE,十三级制,3.0,"1-16周,星期五第5-6节 商学院206; 2-16双周,星期二第5-6节 商学院206",40/0,金融系
商业银行,FET204,专业必修课,中文,杨旭宁,十三级制,3.0,"1-15单周,星期二第5-6节 商学院207; 1-16周,星期五第3-4节 商学院207",50/3,金融系
微观经济学,FIN201,专业基础课,中文,李润,十三级制,3.0,"1-16周,星期二第1-2节 商学院107; 1-15单周,星期四第3-4节 商学院107",30/7,金融系
微观经济学,FIN201,专业基础课,英文,陈德麟,十三级制,3.0,"1-16周,星期二第3-4节 商学院207; 2-16双周,星期四第3-4节 商学院207",30/1,金融系
金融与创业前沿论坛II,FIN202,专业选修课,双语,Wang Shaun Shuxun,十三级制,1.5,"1-12周,星期二第7-8节 商学院208",40/4,金融系
财务会计,FIN203,专业基础课,双语,王文峰,十三级制,3.0,"1-16周,星期一第3-4节 商学院207; 2-16双周,星期四第1-2节 商学院207",60/4,金融系
宏观经济学,FIN204,专业基础课,双语,周皓,十三级制,3.0,"1-16周,星期三第3-4节 商学院206; 2-16双周,星期一第5-6节 商学院206",40/5,金融系
公司金融,FIN206,专业核心课,双语,王缘,十三级制,3.0,"1-16周,星期三第5-6节 商学院206; 2-16双周,星期一第7-8节 商学院206",60/1,金融系
金融投资概论,FIN301,专业必修课,双语,陈路明,十三级制,3.0,"1-15单周,星期二第9-10节 商学院207; 1-16周,星期四第9-10节 商学院207",60/6,金融系
计量经济学,FIN303,专业基础课,双语,孙便霞,十三级制,3.0,"1-3,5-7,9-12,14-16周,星期一第3-4节 商学院206; 1-15单周,星期四第3-4节 商学院206; 4,8,13周,星期一第3-4节 智华楼501机房",40/1,金融系
人工智能及金融应用,FIN311,专业必修课,双语,周彤,十三级制,3.0,"1-16周,星期三第3-4节 商学院207; 2-16双周,星期一第5-6节 商学院207",40/1,金融系
金融建模与定价分析,FIN409,专业必修课,中文,杨招军,十三级制,3.0,"1-15单周,星期一第5-6节 商学院208; 1-16周,星期三第5-6节 商学院208",40/2,金融系
公司金融案例分析,FIN417,专业必修课,中文,杨旭宁,十三级制,3.0,"1-15单周,星期一第7-8节 商学院207; 1-16周,星期四第5-6节 商学院207",40/0,金融系
证券投资,FMA303,专业必修课,双语,杨燕,十三级制,3.0,"1-16周,星期三第5-6节 智华楼304; 1-15单周,星期五第3-4节 智华楼304",50/4,数学系
金融风险管理,FMA304,专业核心课,双语,曾萍萍,十三级制,3.0,"1-16周,星期四第5-6节 智华楼306; 2-16双周,星期二第5-6节 智华楼306",50/1,数学系
数学规划,IDE201,专业基础课,双语,王松昊,十三级制,3.0,"1-16周,星期一第7-8节 商学院209; 1-15单周,星期三第7-8节 商学院209",40/2,商学院
生产运作管理,IDE306,专业核心课,双语,陈康林,十三级制,3.0,"1-16周,星期二第7-8节 商学院209; 1-15单周,星期四第3-4节 商学院209",40/1,商学院
智能系统与工业工程,IDE308,专业基础课,双语,郝帅,十三级制,3.0,"1-16周,星期一第3-4节 商学院208; 1-16周,星期二第3-4节 智华楼501机房",40/1,商学院
线性代数精讲,MA109,专业基础课,双语,陈懿茂,十三级制,4.0,"1-16周,星期二第5-6节 智华楼204; 1-16周,星期五第3-4节 智华楼204",80/7,数学系
常微分方程B,MA201b,专业基础课,双语,张文龙,十三级制,4.0,"1-16周,星期二第3-4节 商学院101; 1-15单周,星期四第3-4节 商学院101",100/16,数学系
